STATION,STATION_NAME,DATE,HPCP
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19920210 15:00,0.01
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19920210 16:00,0.01
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19920210 17:00,0.02
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19920210 20:00,0.03
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19920210 21:00,0.02
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19920210 22:00,0.28
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19920210 23:00,0.14
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19920211 00:00,0.06
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19920211 01:00,0.05
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19920211 03:00,0.01
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19920211 07:00,0.01
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19920211 16:00,0.39
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19920211 17:00,0.02
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19920211 18:00,0.02
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19920211 22:00,0.01
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19920211 23:00,0.01
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19920212 00:00,0.05
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19920212 01:00,0.04
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19920212 02:00,0.02
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19920212 03:00,0.03
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19920212 04:00,0.06
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19920212 05:00,0.06
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19920212 06:00,0.01
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19920212 07:00,0.06
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19920212 08:00,0.05
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19920212 09:00,0.08
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19920212 10:00,0.33
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19920212 11:00,0.36
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19920212 12:00,0.15
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19920212 13:00,0.01
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19920212 14:00,0.07
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19920212 15:00,0.02
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19920212 16:00,0.02
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19920212 18:00,0.01
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19920213 05:00,0.06
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19920213 06:00,0.10
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19920213 10:00,0.01
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19920213 13:00,0.03
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19920215 02:00,0.02
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19920215 03:00,0.02
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19920215 08:00,0.05
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19920215 09:00,0.20
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19920215 10:00,0.08
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19920215 15:00,0.01
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19920216 22:00,0.02
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19920217 03:00,0.01
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19920301 01:00,0.00
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19920301 21:00,0.06
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19920301 22:00,0.02
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19920301 23:00,0.02
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19920302 01:00,0.04
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19920302 02:00,0.04
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19920302 05:00,0.02
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19920302 06:00,0.01
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19920302 07:00,0.05
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19920302 08:00,0.02
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19920302 09:00,0.06
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19920302 10:00,0.04
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19920302 11:00,0.12
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19920302 12:00,0.08
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19920302 13:00,0.05
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19920302 14:00,0.03
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19920302 15:00,0.02
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19920302 16:00,0.02
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19920302 17:00,0.07
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19920302 18:00,0.13
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19920302 19:00,0.07
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19920302 21:00,0.03
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19920302 22:00,0.01
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19920302 23:00,0.09
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19920303 00:00,0.28
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19920303 01:00,0.04
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19920303 02:00,0.04
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19920303 03:00,0.04
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19920303 04:00,0.06
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19920303 06:00,0.01
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19920303 07:00,0.04
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19920303 08:00,0.07
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19920303 09:00,0.04
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19920306 00:00,0.02
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19920306 02:00,0.22
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19920306 03:00,0.23
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19920306 04:00,0.05
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19920306 05:00,0.02
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19920320 05:00,0.07
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19920320 06:00,0.03
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19920320 07:00,0.02
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19920320 11:00,0.02
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19920320 12:00,0.04
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19920320 13:00,0.06
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19920320 14:00,0.17
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19920320 15:00,0.23
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19920320 16:00,0.32
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19920320 21:00,0.06
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19920321 00:00,0.02
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19920321 03:00,0.05
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19920321 04:00,0.01
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19920321 05:00,0.15
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19920321 06:00,0.02
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19920322 05:00,0.01
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19920322 06:00,0.06
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19920322 07:00,0.17
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19920322 08:00,0.02
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19920322 11:00,0.09
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19920322 14:00,0.04
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19920322 20:00,0.10
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19920322 21:00,0.20
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19920322 22:00,0.02
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19920323 06:00,0.04
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19920323 07:00,0.01
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19920326 22:00,0.02
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19920326 23:00,0.06
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19920327 00:00,0.02
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19920327 01:00,0.02
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19920327 02:00,0.06
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19920327 03:00,0.08
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19920327 04:00,0.11
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19920327 05:00,0.11
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19920327 06:00,0.05
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19920327 07:00,0.06
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19920327 08:00,0.02
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19920327 09:00,0.03
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19920327 11:00,0.02
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19920331 14:00,0.13
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19920401 01:00,0.00
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19920401 14:00,0.02
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19920401 15:00,0.11
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19920401 16:00,0.05
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19920501 01:00,0.00
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19920505 06:00,0.01
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19920505 07:00,0.01
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19920505 14:00,0.01
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19920505 15:00,0.01
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19920601 01:00,999.99
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19920701 00:00,999.99
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19920701 01:00,0.00
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19920707 20:00,0.02
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19920711 09:00,0.02
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19920712 03:00,0.05
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19920712 04:00,0.02
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19920712 10:00,0.02
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19920712 11:00,0.06
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19920712 12:00,0.09
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19920712 13:00,0.04
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19920801 01:00,0.00
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19920901 01:00,0.00
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19921001 01:00,0.00
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19921021 12:00,0.10
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19921021 13:00,0.13
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19921021 14:00,0.01
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19921023 19:00,0.02
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19921023 20:00,0.02
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19921023 22:00,0.01
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19921030 05:00,0.01
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19921030 09:00,0.01
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19921030 10:00,0.03
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19921030 13:00,0.02
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19921030 14:00,0.14
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19921101 01:00,0.00
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19921201 01:00,0.00
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19921204 15:00,0.10
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19921204 16:00,0.08
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19921204 17:00,0.02
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19921204 18:00,0.01
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19921206 16:00,0.02
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19921206 17:00,0.01
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19921206 18:00,0.02
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19921206 19:00,0.04
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19921206 20:00,0.03
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19921206 21:00,0.04
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19921206 22:00,0.02
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19921206 23:00,0.24
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19921207 00:00,0.22
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19921207 01:00,0.20
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19921207 02:00,0.18
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19921207 03:00,0.20
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19921207 04:00,0.08
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19921207 05:00,0.27
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19921207 06:00,0.01
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19921207 07:00,0.28
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19921207 08:00,0.10
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19921207 09:00,0.01
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19921207 10:00,0.01
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19921207 13:00,0.01
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19921207 14:00,0.25
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19921207 15:00,0.04
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19921207 16:00,0.05
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19921207 17:00,0.01
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19921207 20:00,0.01
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19921211 09:00,0.05
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19921211 10:00,0.05
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19921211 11:00,0.01
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19921211 12:00,0.01
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19921217 19:00,0.09
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19921217 20:00,0.03
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19921217 21:00,0.05
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19921217 22:00,0.01
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19921227 18:00,0.04
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19921227 19:00,0.04
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19921227 20:00,0.06
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19921227 21:00,0.11
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19921227 22:00,0.11
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19921227 23:00,0.10
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19921228 00:00,0.08
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19921228 01:00,0.01
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19921228 02:00,0.01
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19921229 04:00,0.10
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19921229 05:00,0.01
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19921229 06:00,0.02
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19921229 08:00,0.13
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19921229 09:00,0.30
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19921229 10:00,0.10
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19921229 11:00,0.01
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19921229 15:00,0.04
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19921229 16:00,0.01
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19921229 19:00,0.02
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19930101 01:00,0.00
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19930102 01:00,0.01
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19930102 02:00,0.21
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19930102 03:00,0.08
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19930102 04:00,0.07
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19930102 05:00,0.01
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19930102 06:00,0.01
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19930102 07:00,0.03
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19930102 08:00,0.02
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19930106 00:00,0.01
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19930106 01:00,0.07
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19930106 02:00,0.11
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19930106 03:00,0.13
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19930106 04:00,0.16
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19930106 05:00,0.33
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19930106 06:00,0.22
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19930106 07:00,0.06
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19930106 08:00,0.02
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19930106 10:00,0.01
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19930106 11:00,0.01
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19930106 14:00,0.08
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19930106 15:00,0.06
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19930106 16:00,0.12
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19930106 17:00,0.05
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19930106 18:00,0.15
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19930106 19:00,0.11
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19930106 20:00,0.36
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19930106 21:00,0.10
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19930106 22:00,0.04
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19930106 23:00,0.89
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19930107 00:00,0.15
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19930107 01:00,0.02
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19930107 02:00,0.07
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19930107 03:00,0.01
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19930107 04:00,0.09
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19930107 05:00,0.01
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19930107 13:00,0.03
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19930107 14:00,0.03
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19930107 15:00,0.08
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19930107 16:00,0.40
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19930107 17:00,0.07
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19930107 18:00,0.09
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19930107 19:00,0.06
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19930107 20:00,0.03
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19930107 21:00,0.03
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19930107 22:00,0.13
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19930107 23:00,0.11
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19930108 15:00,0.02
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19930109 06:00,0.01
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19930110 02:00,0.02
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19930110 03:00,0.01
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19930110 04:00,0.01
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19930110 09:00,0.03
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19930110 10:00,0.01
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19930110 11:00,0.01
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19930110 14:00,0.01
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19930110 15:00,0.02
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19930110 16:00,0.05
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19930110 17:00,0.06
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19930112 12:00,0.15
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19930112 13:00,0.21
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19930112 14:00,0.10
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19930112 15:00,0.10
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19930112 16:00,0.09
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19930112 17:00,0.01
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19930112 21:00,0.01
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19930112 23:00,0.01
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19930113 00:00,0.05
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19930113 01:00,0.12
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19930113 02:00,0.05
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19930113 03:00,0.02
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19930113 04:00,0.06
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19930113 05:00,0.05
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19930113 06:00,0.11
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19930113 07:00,0.01
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19930113 14:00,0.18
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19930113 15:00,0.07
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19930113 16:00,0.05
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19930113 18:00,0.03
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19930113 19:00,0.01
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19930113 23:00,0.01
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19930114 00:00,0.16
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19930114 01:00,0.28
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19930115 02:00,0.01
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19930115 03:00,0.02
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19930115 06:00,0.01
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,19930115 07:00,0.09
